,name,online_order,book_table,rate,dish_liked,approx_cost(for two people)
23022,Calvin's,0,No,2.9outof5,"Pasta, Sandwiches, Club Sandwich, Cottage Cheese Steak, Waffles, Chicken Lasagne, Chicken Burger",800
23023,Mr. Meetharam,0,No,3.2outof5,,150
23024,Keventers,0,No,3.9outof5,"Thick Shakes, Chocolate Hazelnut",400
23025,Taaza Mithai,0,No,3.9outof5,Samosa,100
23026,Mini Forest,0,No,3.3outof5,,500
23027,Good Bread,0,No,3.6outof5,,300
23028,Kulfi & More,0,No,3.3outof5,,200
23029,"Malnad Blossom, Coffee & Cream",0,No,3.8outof5,,300
23030,Bake My Day,0,No,,,"1,000"
23031,The Cake Ville,0,No,3.2outof5,,300
23032,Delhi Sweets,0,No,3.1outof5,,100
23033,M. R. G Sweets Angadi,0,No,3.3outof5,,150
23034,Cakeship,0,No,,,200
23035,Sweet Melts,0,No,,,400
23036,Bake Addiction,0,No,4.1outof5,"Cup Cake, Swiss Roll",500
23037,Bombay Kulfi,0,No,3.7outof5,,150
23038,Havmor,0,No,3.5outof5,,200
23039,INDULGE by InnerChef,0,No,,,400
23040,Dairy Day Corner,0,No,,,200
23041,Frozen Bottle,0,No,3.7outof5,,400
23042,Happiness Bars,0,No,3.2outof5,,500
23043,Cake N Cookies,0,No,,,350
23044,Iyengar's Bakery,0,No,,,600
23045,Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,0,No,3.5outof5,,250
23046,Flying Cakes,0,No,,,500
23047,DG Juice Club,0,No,,,250
23048,Iyengar Cake Bites,0,No,,,450
23049,Home Treats,0,No,,,250
23050,90's Cafe,0,No,NEW,,500
23051,Ice Land,0,No,3.6outof5,"Prompt Service, Friendly Staff",300
23052,Mumbai Kulfi,0,No,,,200
23053,Lassi Shop,0,No,,,80
23054,The Chocolate Room,0,No,3.9outof5,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche",400
23055,The Cake Shop Mayura,0,No,3.6outof5,,800
23056,Artinci Artisanal Ice Cream,0,No,NEW,,300
23057,Natural Ice Cream,0,No,4.3outof5,"Chocolate Almond, Tender Coconut Ice Cream, Choco Almond, Coffee Walnut, Custard Apple",200
23058,WAFL,0,No,4.0outof5,Waffles,400
23059,Cold Stone Creamery,0,No,3.9outof5,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie",400
23060,Bake-ooh,0,No,3.7outof5,,350
23061,Krispy Kreme,0,No,3.7outof5,,300
23062,Smoor,0,No,3.6outof5,,900
23063,L J Iyengar Bakery,0,No,3.2outof5,,100
23064,Nandhana Mithai,0,No,,,500
23065,Lyengar's Cakes N Cookies,0,No,,,400
23066,Sweet Chariot,0,No,2.8outof5,,500
23067,The French Loaf,0,No,2.9outof5,,400
23068,Bikaneri Sweets,0,No,3.4outof5,,250
23069,Ooty Dreams,0,No,,,250
23070,Cakeport,0,No,,,400
23071,Antilla Aromas,0,No,3.7outof5,,300
23072,Iyengar's Cakes and Cookies,0,No,,,200
23073,Mist n Creams,0,No,3.6outof5,,400
23074,Chocolate Junction,0,No,,,200
23075,Orchard Fresh,0,No,,,400
23076,Rock On Rolls & Parathas,0,No,,,250
23077,Cafe Choco Craze,0,No,3.7outof5,,400
23078,Squeez Juice Bars,0,No,3.1outof5,,250
23079,The Sandesh Factory,0,No,3.2outof5,,150
23080,Kopper Pot,0,No,,,500
23081,Smooth,0,No,NEW,,200
23082,Cookie Man,0,No,NEW,,150
23083,Oven Fresh,0,No,,,600
23084,Mad Over Donuts,0,No,,,450
23085,Milano Ice Cream,0,No,4.5outof5,"Chocolate Sundae, Gelato Ice Cream, Tiramisu, Chocolate Truffle, Coffee",400
23086,Thyme & Whisk,0,No,3.9outof5,"Pizza, Momos, Pasta, Brownie, Nachos, Hot Chocolate, Waffles",800
23087,Corner House Ice Cream,0,No,4.4outof5,"Hot Chocolate Fudge, Chocolate Malt, Thick Shakes, Chocolate Nut Sundae, Ice Cream Sundae, Fudge Cake, Coffee",400
23088,Tempteys,0,No,4.2outof5,"Thick Shakes, Oreo Milkshake, Gelato, Oreo Shake, Choco Brownie, Caramel Coffee, Choco Shake",500
23089,Bubblewrap Waffle Co.,0,No,4.4outof5,"Pizza Waffles, Sandwich, Hot Chocolate, Fries, Marshmallow, Cheesecake, Nutella Shake",400
23090,Desi Rasoi,0,Yes,3.8outof5,"Hara Bhara Kebab, Lunch Buffet, Naan, Babycorn Manchurian, Malai Kofta, Noodles, Gulab Jamun",600
23091,Ice Cream Works,0,No,4.1outof5,"Paan Ice Cream, Madagascar Chocolate, Faluda, Cheesecake, Bubble Gum Ice Cream",300
23092,The Ganache Factory,0,No,4.2outof5,"Red Velvet, Lime Pie, Nutella Cheesecake, Blueberry Cheesecake, Salted Caramel Brownie, Dessert Jar",400
23093,Starbucks,0,No,4.1outof5,Coffee,700
23094,Shri Ram Sweet Centre,0,No,4.0outof5,"Samosa, Dhokla, Ladoo, Sweet Kachori, Onion Kachori, Ghee Jalebi",150
23095,Waffle Stories,0,No,4.0outof5,"Waffles, Brownie Sundae",300
23096,Iyengar Bakery,0,No,3.7outof5,,200
23097,Bun Town,0,No,4.0outof5,"Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut",500
23098,Healthy Bakes 'n' Brew,0,No,,,150
23099,Tummy Fuel,0,No,4.2outof5,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes",400
23100,Bakers77,0,No,4.0outof5,,400
23101,Warm Oven,0,No,3.9outof5,,500
23102,LayerBite,0,No,3.8outof5,,450
23103,Ibaco,0,No,4.0outof5,"Icecream Cake, Brownie, Hot Chocolate, Belgian Chocolate, Salted Caramel",300
23104,Baker's Glove,0,No,3.4outof5,,550
23105,Ice Stone Creamery,0,No,3.7outof5,,400
23106,Sri Venkateshwara Sweet Meat Stall,0,No,4.1outof5,"Paratha, Rasgulla Chaat, Mysore Pak, Panipuri, Pav Bhaji, Malai Kulfi, Mango Lassi",250
23107,Bunny Bakers,0,No,3.6outof5,,250
23108,Sri Devi Baker's,0,No,3.9outof5,"Ginger Tea, Chai, Coffee",200
23109,Juice Shop,0,No,3.6outof5,,150
23110,BTM Cakes,0,No,3.3outof5,,400
23111,Freeze It,0,No,3.6outof5,,300
23112,Divina - Eden Park Restaurants,0,No,4.0outof5,"Apple Pie, New York Cheesecake",400
23113,Lakshmi Sweets,0,No,,,250
23114,Shagun Sweets & Foods,0,No,3.5outof5,"Chaat, Chole Bhature, Raj Kachori, Thali, Rasmalai, Paratha, Pav Bhaji",400
23115,Jodhpur Sweets,0,No,2.9outof5,,150
23116,Fudge,0,No,3.2outof5,,200
23117,Cake Chemistry,0,No,NEW,,500
23118,Fitbakes,0,No,3.6outof5,,400
23119,Bangali Babu Restaurant,0,No,,,250
23120,Gelato Pazzo,0,No,3.8outof5,,200
23121,A1 Express,0,No,,,300
23122,Wow Lassi House,0,No,,,200
23123,Kulfreeze,0,No,3.9outof5,,200
23124,Adiga Sweets,0,No,,,200
23125,Juice And Joy,0,No,,,150
23126,World Of Sweets And Cakes,0,No,,,200
23127,Heritage Cafe,0,No,3.6outof5,,200
23128,Pabrai's Fresh and Naturelle Icecreams,0,No,3.7outof5,"Apple Pie Ice Cream, Nolen Gur, Paan Ice Cream, Chocolate Fudge, Gur Ice Cream",300
23129,Shri Lakshami Venkateshwara Iyengar's Bakery,0,No,3.5outof5,,250
23130,Shree Maruthi Sweets,0,No,3.2outof5,,250
23131,Watheen Nuts,0,No,,,400
23132,Mother Nature Kulfi,0,No,3.6outof5,,200
23133,Dessi Cuppa,0,No,NEW,,150
23134,Cafe Coffee Day,0,No,3.5outof5,,900
23135,Sofiya Cakes,0,No,,,300
23136,Candy Cake,0,No,,,500
23137,The Table,0,No,,,400
23138,Sree Balaji Sweets Shop,0,No,,,250
23139,Mumbai Kulfi,0,No,,,200
23140,Rock Stone Ice Cream Factory,0,No,4.0outof5,"Icecream Cake, Brownie, Waffles, Chocolate Icecreams, Thick Shakes",230
23141,Pop Hop,0,No,4.1outof5,"Choco Hazelnut, Belgian Chocolate, Strawberry Sorbet, Mango Sorbet, Mango Cheesecake, Mojito, Belgium Chocolate",300
23142,Crumb Together,0,Yes,4.1outof5,"Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani","1,200"
23143,The Pump House,0,No,4.3outof5,"Beer, Cocktails, Nachos, Pizza, Tiramisu, Fries, Stout","1,500"
23144,Brahma Brews,0,Yes,NEW,"Beer, Cocktails, Pizza, Peri Chicken, Tiramisu, Peri Peri Fries, Belgian Wit","1,400"
23145,Levitate Brewery and Kitchen,0,Yes,NEW,"Wheat Beer, Tiramisu, Lager, Rustica Pizza, Paneer Lollipop, Chicken Peri Peri Kebab, Nachos","1,500"
23146,Hakuna Matata,0,No,4.5outof5,"Mocktails, Cocktails, Appam, Paneer Satay, Sea Food, Paneer Tikka, Jeera Rice","1,200"
23147,Barbeque Nation,0,Yes,4.7outof5,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta","1,600"
23148,Sattvam,0,No,4.3outof5,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","1,200"
23149,Brewsky,0,Yes,4.3outof5,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Cocktails, Mocktails, Drunken Chicken Wings","1,600"
23150,Village - The Soul of India,0,Yes,4.1outof5,"Chaat, Pav Bhaji, Pakoda, Phirni, Veg Buffet, Jalebi, Gulab Jamun","1,000"
23151,Three Dots & A Dash,0,Yes,4.3outof5,"Cocktails, Pizza, Burgers, Pasta, Coconut Chicken, Mocktails, Nachos","1,500"
23152,Hunger Camp,0,Yes,4.6outof5,"Tandoori Chicken, Chicken Sukha, Chicken Biryani, Dal Makhani, Neer Dosa, Mutton Biryani, Paneer Tikka Masala","1,300"
23153,Kesariya,0,Yes,4.2outof5,"Kheer, Fruit Cream, Panipuri, Rajasthani Thali, Kulfi, Shrikhand, Dal Bati","1,200"
23154,Stories,0,Yes,4.2outof5,"Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","1,200"
23155,24th Main,0,Yes,4.1outof5,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms",800
23156,55 Wall Street,0,Yes,3.9outof5,"Cocktails, Beer, Bloody Mary, Pasta, Pizza, Burgers, Nachos","1,300"
23157,Le Arabia,0,No,NEW,Chicken Biryani,600
23158,Chulha Chauki Da Dhaba,0,No,4.3outof5,"Chilli Babycorn, Egg Chilli, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken",800
23159,Zaitoon,0,Yes,4.1outof5,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup","1,000"
23160,1441 Pizzeria,0,No,4.1outof5,"Hot Chocolate, Masala Lemonade, Gourmet Pizza, Nutella Pizza, Jalapeno Poppers, Thin Crust Pizza, Wood Fire Pizza",800
23161,The Underpass Pub & Grub,0,Yes,4.0outof5,"Pasta, Cocktails, Pizza, Paneer Tikka, Mocktails, Fish, Fries","1,500"
23162,Paradise,0,No,4.0outof5,"Kalmi Kabab, Hyderabadi Dum Biryani, Vegetable Biryani, Haleem, Supreme Mutton Biryani, Paneer Tikka, Hyderabadi Mutton Biryani",800
23163,Checkpost,0,No,4.1outof5,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Sea Food, Ghee Idli",600
23164,Baba Chatkora,0,No,NEW,"Dal Makhani, Thali, Matka Lassi","1,000"
23165,Mani's Dum Biryani,0,No,4.2outof5,"Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani",750
23166,Bottle Breacher,0,Yes,4.1outof5,"Chicken Biryani, Mocktails, Pizza, Cocktails, Pork Ribs, Beer, Nachos","1,200"
23167,Two Friends Cauldron,0,Yes,4.1outof5,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza",700
23168,Nandhana Palace,0,Yes,4.3outof5,"Bamboo Chicken, Chicken Guntur, Mutton Bone Soup, Chicken Boneless Biryani, Hyderabadi Biryani, Chicken Kshatriya, Vegetable Biryani",800
23169,The Coastal Crew by Fujian on 24th,0,Yes,4.2outof5,"Sea Food, Mocktails, Noodles, Murgh Ghee Roast, Cocktails, Tom Yum Soup, Spring Roll","1,100"
23170,Rajdhani Thali Restaurant,0,Yes,3.9outof5,"Thali, Kadhi, Malpua, Khichda, Dahi Vada, Dal Bati Churma, Rabri",900
23171,Dr. Sheesha,0,Yes,4.1outof5,"Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake",800
23172,Nourich,0,Yes,NEW,"Soba Noodles, Pad Thai Noodle, Pickled Beetroot, Chicken Sandwich",800
23173,Tandoor And Spice,0,No,4.0outof5,"Egg Biryani, Tandoori Chicken, Chicken Biryani, Paneer Tikka, Mutton Biryani, Noodles, Dal Tadka",550
23174,Watson's,0,Yes,4.0outof5,"Beer, Pizza, Veg Starter, Martini, Mojito, Cocktails, Crispy Corn","1,300"
23175,Karavali Grand,0,Yes,NEW,,600
23176,Churchill's,0,Yes,4.1outof5,"Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer","1,100"
23177,Skyline Pizzeria,0,No,3.9outof5,"Pizza, Pasta, Mocktails, Pink Lemonade, Sandwiches, Mojito, Nachos",600
23178,The Chervil,0,No,4.1outof5,"Peri Peri Chicken Wings, Mix Grill Sizzler, Fish, Murgh Ghee Roast, Biryani, Caramel Custard, Paneer Tikka Masala","1,000"
23179,Mango Greens,0,Yes,3.9outof5,,900
23180,Andhra Ruchulu,0,Yes,4.2outof5,"Paneer Tikka, Bhuna Gosht, Andhra Meal, Chicken Biryani, Chicken Guntur, Chicken Sholey Kebab, Andhra Biryani",800
23181,Mango Tree- The Beer Garden,0,Yes,4.1outof5,"Dragon Chicken, Mutton Biryani, Mocktails, Dal Makhani, Rumali Roti, Butter Naan, Paneer Tikka","1,200"
23182,Caffe Pascucci,0,Yes,4.0outof5,"Coffee, Cappuccino, Sandwiches, Salads, Asparagus Soup, Woodfire Pizza, Bruschettas","1,300"
23183,Casa Piccosa,0,Yes,4.1outof5,"Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter","1,100"
23184,Nandhini Paradise,0,No,3.8outof5,"Ghee Rice, Hyderabadi Biryani, Butter Naan, Chicken Guntur, Thali",600
23185,D View Cafe,0,No,4.0outof5,"Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","1,000"
23186,Oye Amritsar,0,Yes,3.8outof5,"Lassi, Raita, Panneer Butter Masala, Dal Makhani, Jalebi, Biryani, Paneer Tikka",600
23187,Machali Port,0,No,3.9outof5,"Sea Food, Anjal Masala Fry, Fish Curry, Fish Fry, Thali, Neer Dosa",750
23188,Melt - Eden Park,0,Yes,4.0outof5,"Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles","1,000"
23189,Mockaholic Restro Beer Cafe,0,No,3.9outof5,"Beer, Momos, Pizza, Coffee, Dragon Chicken, Hot Pot, Mocktails","1,000"
23190,Mandi,0,Yes,3.8outof5,"Phirni, Chaat, Noodles, Rasgulla, Rabri, Butter Naan, Jalebi",800
23191,Vaathsalya Millet Cafe,0,Yes,4.1outof5,"Khichda, Thali, Jowar Roti, Cucumber Juice, Brownie, Palak Soup, Buttermilk",500
23192,Oogway Express,0,No,3.9outof5,"Noodles, Mocktails, Honey Chilli Potatoes, Veg Ball Manchurian, Kung Pao Chicken, Momos, Pepper Chicken",600
23193,The Egg Factory,0,No,4.0outof5,"French Toast, Masala Omelette, Pasta, Egg Paratha, Caramel Custard, Biryani, Penne Alfredo",750
23194,Zhang's - Chinese Restaurant,0,No,4.1outof5,"Momos, Chilli Mushroom, Chop Suey, Sweet Corn Soup, Clear Soup, Hakka Noodles, Honey Chilli Potatoes",700
23195,Coastal Mama,0,Yes,4.1outof5,"Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Vegetable Biryani",700
23196,The Jade Kitchen,0,No,4.0outof5,"Manchow Soup, Noodles, Dragon Rolls, Honey Chilli Potatoes, Spring Roll",600
23197,Parkview,0,No,4.0outof5,"Paneer Hyderabadi, Biryani, Idli, Panneer Butter Masala, Roti, Coffee, Masala Dosa",300
23198,Namma Kudla,0,No,4.0outof5,"Sea Food, Neer Dosa, Fish, Crab Sukha, Biryani, Chicken Thali, Chicken Meal",400
23199,Starbucks,0,No,4.2outof5,"Coffee, Hot Chocolate, Sandwiches, Frappuccino, Hazelnut Latte, Vanilla Latte, Velvet Cake",700
23200,Shanghai Court,0,No,4.1outof5,"Mocktails, Manchow Soup, Clear Soup, Chicken Hakka Noodles, Schezwan Rice",700
23201,Kakal-Kai Ruchi,0,No,3.7outof5,"Masala Dosa, Babycorn Manchurian, Filter Coffee, Chaat, Dahipuri, Masala Papad, Raagi Dosa",500
23202,Waah Biryani,0,No,3.8outof5,"Biryani, Butter Chicken, Chicken Wings, Tandoori Chicken, Chicken Grill, Arabian Grape Juice",350
23203,Danapani,0,No,3.8outof5,Roti,500
23204,Inchara,0,No,3.7outof5,"Paneer Tikka, Chicken Biryani, Cocktails, Prawn, Barbeque Chicken, Malai Kofta, Roti",950
23205,Kabab Mehal,0,No,3.8outof5,"Chicken Grill, Shawarma, Tandoori Chicken, Chicken Kebab, Rolls, Chicken Tikka, Grape Juice",400
23206,Adithya,0,No,4.0outof5,"Coffee, Tea, Masala Poori, Masala Dosa, Akki Rottis",450
23207,Blytons,0,No,NEW,,"1,500"
23208,Bikaner Jn,0,No,3.9outof5,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",300
23209,Mudpipe Cafe,0,Yes,3.9outof5,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers",800
23210,Anjappar,0,No,3.1outof5,"Biryani, Appam, Butter Naan",650
23211,Pallavi North Indian Veg Restaurant,0,No,3.7outof5,"Butter Paneer, Butter Naan, Panneer Butter Masala, Tandoori Roti",450
23212,Sri Lakshmi Curries & Pickles,0,No,2.9outof5,,400
23213,Drunken Monkey,0,No,3.7outof5,"Sandwiches, Sandwich, Coffee, Cheesecake",400
23214,Bhojohori Manna,0,No,3.7outof5,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi",650
23215,Crave Bit Cafe,0,No,NEW,,600
23216,Nouvelle Garden,0,No,3.7outof5,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Biryani, Chicken Soup",900
23217,TAB - Take A Break,0,No,4.1outof5,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea",550
23218,Chatori Gali,0,No,2.9outof5,"Paratha, Panipuri, Tea, Pav Bhaji, Chaat",600
23219,Swathi Restaurant,0,No,3.8outof5,,400
23220,Brundhavana Pure Veg,0,No,3.7outof5,,500
23221,Beijing Bites,0,No,4.0outof5,"Dragon Chicken, Chicken Lollipop, Chop Suey",850
23222,The Punjabi Rasoi,0,No,NEW,,800
23223,Gujrati Mess,0,No,3.6outof5,,200
23224,Onesta,0,Yes,4.4outof5,"Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",600
23225,Royal Chef Naati Oota,0,No,4.0outof5,"Chicken Biryani, Donne Biryani, Chilli Chicken, Mutton Chops, Paratha, Mutton Biryani, Nati Biryani",500
23226,Shanthi Sagar,0,No,3.6outof5,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer",400
23227,White Horse,0,No,3.8outof5,"Pot Biryani, Sea Food, Fish Thali",400
23228,Spice Code,0,Yes,3.9outof5,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew","1,000"
23229,Cafe Potpourri,0,No,3.7outof5,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich",400
23230,Crafted Plate,0,Yes,4.2outof5,"Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda",600
23231,Coconut Grove,0,No,3.4outof5,"Lime Soda, Appam, Biryani, Pepper Chicken, Vegetable Stew, Chicken Curry","1,100"
23232,Woody's,0,No,2.6outof5,"Curd Rice, Pongal, Coffee, Thali, Noodles, Pav Bhaji, Masala Dosa",650
23233,Flow - Terrace Bar & Grill,0,No,3.8outof5,"Cocktails, Pizza, Chicken Tikka, Fish, Burgers, Nachos, Almond Flakes","1,000"
23234,Khanasutra,0,No,3.5outof5,,500
23235,De Oxford Cafe,0,No,3.7outof5,,500
23236,Funky Punjab,0,No,3.9outof5,"Lassi, Chole, Palak Paneer, Chaap, Paneer Tikka, Panneer Butter Masala, Paratha",500
23237,Vinaya Coffee Moments,0,No,3.8outof5,"Filter Coffee, Pizza, Pasta",450
23238,Dakshin Food Palace,0,No,3.7outof5,,450
23239,New Kabab Zone,0,No,2.9outof5,,500
23240,Brew Point,0,No,3.6outof5,,500
23241,The Onyx - The HHI Select Bengaluru,0,No,3.3outof5,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads",950
23242,Gam's Delicacy,0,No,3.2outof5,,800
23243,Re Malnad Nati Style Hotel,0,No,3.6outof5,,400
23244,The Kitchen,0,No,NEW,,800
23245,Sampoorna,0,No,3.6outof5,,600
23246,Spice Up,0,No,3.8outof5,"Chicken Lollipop, Vegetable Biryani, Noodles, Chicken Noodle, Clear Soup, Hot Pot, Coriander Chicken",600
23247,Jaganath Restaurant And Hotel,0,No,3.2outof5,,300
23248,Beach Hut,0,No,3.5outof5,"Butter Naan, Butter Kulcha, Momos, Noodles, Paneer Tikka, Chop Suey, Tangdi Kabab",650
23249,Kaizen Wellness Kitchen,0,No,3.7outof5,,800
23250,Delhi Ke Bawarchi,0,No,4.0outof5,"Veg Platter, Chaat, Paneer Tikka Masala, Lemon Coriander Soup, Lassi, Babycorn Manchurian, Raita",500
23251,Venkateshwara Sweets and Restaurant,0,No,3.6outof5,,400
23252,Zeeshan,0,No,3.1outof5,"Firni, Rolls, Egg Roll, Chicken Biryani, Mutton Biryani, Calcutta Biryani, Haleem",700
23253,The Cravery,0,No,2.6outof5,,500
23254,Sambram Biriyani Paradise,0,No,3.6outof5,,600
23255,Thayee Touch,0,No,3.6outof5,,450
23256,Cuppa,0,No,3.4outof5,"Coffee, Potato Wedges, Tea",550
23257,The Pavillion,0,No,2.7outof5,,"1,000"
23258,Wangs Kitchen,0,No,2.8outof5,,"1,000"
23259,Eat Repeat Express,0,No,3.2outof5,,700
23260,Empire Restaurant,0,No,4.1outof5,"Sea Food, Chicken Dosa, Jeera Rice, Non Veg Thali, Chilli Chicken, Butter Chicken, Tandoori Chicken",750
23261,Mast Kalandar,0,No,2.3outof5,"Raita, Thali, Paratha, Chole, Buttermilk, Paneer Bhurji, Rice",450
23262,"Malnad Blossom, Coffee & Cream",0,No,3.8outof5,,300
23263,Kakal Kai Ruchi,0,No,3.9outof5,,450
23264,Kamat Swaad,0,No,3.9outof5,"Jowar Roti, Akki Rottis, Buttermilk, Idli, Thali, Vada, Bajji",400
23265,Cafe Coffee Day,0,No,3.1outof5,,900
23266,New Prashanth Hotel,0,No,3.0outof5,"Mutton Biryani, Chicken Biryani",750
23267,Deccan Spice,0,No,3.5outof5,"Hyderabadi Biryani, Dum Ka Chicken, Rice",750
23268,NEW SUNRISE RESTAURANTS,0,No,2.7outof5,Tandoori Chicken,500
23269,Turquoise,0,No,2.8outof5,,"1,200"
23270,The Brew - Aurick Boutique Hotel,0,No,3.1outof5,,700
23271,The Maori - Aurick Boutique Hotel,0,No,3.5outof5,,"1,000"
23272,Anju's Cafe,0,No,3.4outof5,,600
23273,Andhra Grills,0,No,3.0outof5,"Andhra Meal, Thali",800
23274,Targaryen's Kitchen,0,No,3.6outof5,,550
23275,Eagle Bar & Restaurant,0,No,3.1outof5,,700
23276,Sea Horse,0,No,3.4outof5,,500
23277,Durbari Restaurant,0,No,3.2outof5,,600
23278,New Nandan Family Restaurant,0,No,,,450
23279,New Nandan Family Restaurant,0,No,,,300
23280,Chung Wah Opus,0,No,3.0outof5,"Rice, Noodles, Chop Suey",650
23281,Bottle Genie,0,No,,,250
23282,Petoo,0,No,3.7outof5,"Jal-jeera, Paratha, Chaat",800
23283,North Indian Mess,0,No,,,300
23284,SV Juice Corner,0,No,3.3outof5,,150
23285,Zyksha,0,No,3.4outof5,,200
23286,Hotel Ambara,0,No,,,500
23287,Best Biryani,0,No,,,400
23288,Pizza Hut,0,No,NEW,,400
23289,Juice Buzz,0,No,3.1outof5,,200
23290,Magic Masala,0,No,,,550
23291,Sambram,0,No,,,800
23292,Tandoor Dum,0,No,,,600
23293,Henchina Mane Restaurant & Bar,0,No,,,700
23294,Birthday Buddy,0,No,,,"1,200"
23295,Targaryen's Kitchen,0,No,3.6outof5,Tandoori Chicken,600
23296,Eat & Joy Restaurant,0,No,3.1outof5,,300
23297,Skytouch Le Cafe,0,No,3.7outof5,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles",700
23298,Thirsty Tiger,0,Yes,3.5outof5,,"1,300"
23299,Pizza Hut,0,No,3.9outof5,"Supreme Pizza, Pane Pizza, Pasta",750
23300,Aditya Uphar,0,No,3.5outof5,,200
23301,Sri Krishna Sagar,0,No,3.0outof5,"Tea, Masala Dosa, Vada",300
23302,Woodee Pizza,0,No,2.7outof5,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes",500
23303,Cafe Mist,0,No,3.8outof5,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos",500
23304,Amritsari Kulcha Land,0,No,4.0outof5,"Lassi, Amritsari Kulcha, Punjabi Kulcha, Paneer Kulcha, Punjabi Chole, Aloo Kulcha, Paratha",300
23305,Aramane Donne Biryani,0,No,NEW,,300
23306,Mavalli Tiffin Room (MTR),0,No,4.1outof5,"Masala Dosa, Coffee, Rava Idli, Badam Halwa, Thali, Vada, Fruit Salad",300
23307,California Burrito,0,No,4.1outof5,"Tacos, California Burrito, Salsa, Nachos, Rice Bowl, Pink Lemonade",400
23308,Cheesiano Pizza,0,Yes,4.0outof5,"Pasta, Fries, Cheesiano Pizza, Veggie Pizza, Cheesy Garlic Bread, Peri Peri Paneer Pizza",700
23309,Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,0,No,3.6outof5,"Fruit Custard, Russian Cutlet",300
23310,KFC,0,No,3.9outof5,"Burgers, Wings, Fries, Rice Bowl, Popcorn Chicken, Zinger Burger, Chicken Snacker",400
23311,Momo Jojo,0,No,4.3outof5,"Noodles, Corn Momo, Manchurian, Momo Platter, Veg Momos, Potato Momos, Tandoori Momos",300
23312,The Hunger Room,0,No,3.9outof5,"Pizza, Thick Shakes",400
23313,The Paratha Stories,0,No,NEW,,250
23314,Maa'r Rannaghor,0,No,3.8outof5,,400
23315,Wudfyr,0,No,NEW,,700
23316,Pizza Paradise,0,No,3.6outof5,,500
