name,online_order,book_table,rate,dish_liked,approx_cost(for two people)
Little Paramount Restaurants,0,No,3.6outof5,,400
Karnataka Chats,0,No,,,200
Container Coffee,0,No,3.3outof5,,200
Halli Mane,0,No,3.2outof5,,300
Ahmed Biriyani Corner,0,No,,,200
Sheetal Restaurant,0,No,,,150
Radha Krishna Fast Food & Juice Centre,0,No,,,200
Bismillah Ambur Biryani,0,No,,,
Shree Sagar Veg Fast Food,0,No,,,150
Happie Hippies,0,No,,,500
AAlvina Restaurant,0,No,,,400
Akshaya Sambrama Veg Restaurant,0,No,3.2outof5,,200
Five Star Chicken,0,No,3.3outof5,,300
Bharathi Refreshments,0,No,3.7outof5,"Pongal, Filter Coffee, Idli, Masala Dosa",150
Lemon Rice,0,No,3.4outof5,,100
Cloud Foods,0,No,NEW,,600
Coastal Creek,0,No,3.3outof5,,600
Silver Star,0,No,3.4outof5,,500
New Shanthi Sagar,0,No,3.1outof5,,350
Hotel Sri Ganesh Prasad,0,No,,,150
Anvari Hotel & Guest,0,No,,,500
Talk Ease,0,No,3.1outof5,,200
Malabar Restaurant,0,No,,,500
Hotel New Guide,0,No,,,200
City Kebab Centre,0,No,,,300
Hotel Sunitha,0,No,,,150
Hotel Annapurna,0,No,,,150
Bismillah Royal Taj Hotel,0,No,,,
S.L.V Tiffin Room,0,No,,,150
Bharani Cafe,0,No,,,300
Dosa Mania,0,No,,,200
Fortuna Turban Tadka,0,No,,,300
North Indian Food,0,No,,,200
Kesar Rasoi,0,No,,,300
SLV Refreshments,0,No,,,150
Halli Mane Food Court,0,No,3.5outof5,,100
Karavali Lunch Home,0,No,3.5outof5,,400
Srinidhi Real Food,0,No,3.6outof5,,200
Kerala Foods,0,No,3.5outof5,,250
Hotel Raj,0,No,3.6outof5,,250
Sangam Kabab Corner,0,No,3.1outof5,,300
Queens Food Corner,0,No,3.1outof5,,200
Nimma Mane,0,No,3.2outof5,,350
Sona Chicken Kabab,0,No,3.2outof5,,200
Spicy Restaurant,0,No,3.0outof5,,400
HOTEL JANATHA,0,No,3.4outof5,,150
Nisarga Restaurant,0,No,3.3outof5,,350
Calcutta Chats,0,No,3.5outof5,,200
Om Ganesha Juice Centre,0,No,,,100
Atithi Satkaar,0,No,3.2outof5,,150
Hotel Renowned,0,No,3.3outof5,,200
Al Madina Family Restaurant,0,No,,,500
Vinus Foods,0,No,NEW,,300
Sai Sagar,0,No,,,250
Hotel Madhuvan,0,No,3.5outof5,,200
New Grand Hotel,0,No,,,200
Arham's Resto,0,No,,,250
Poornima Restaurant,0,No,3.3outof5,,200
Praja Thindi,0,No,3.7outof5,,200
Kerala Food,0,No,,,200
Coffee House,0,No,3.3outof5,,150
Hotel Vijaya Vihar,0,No,,,150
Sri Mahalakshmi Hotel,0,No,,,150
Spice Cove - I.V Sanctum,0,No,3.8outof5,Biryani,750
Pizza Stop,0,No,3.9outof5,"Nachos, Pasta Del Barone, Cheesy Garlic Bread, Thin Crust Pizza, Oreo Milkshake, Tortilla Chips, Manali Pizza",600
Swagath Restaurant,0,No,,,400
Wangs Kitchen,0,No,2.5outof5,,"1,000"
Santrupti Uttara Karnataka Food Store,0,No,3.3outof5,,200
Sukh Sagar Food Court,0,No,3.8outof5,"Pav Bhaji, Chaat, Panipuri, Grilled Sandwich, Hot Dog, Bhel Puri, Masala Poori",350
Sri Ayodhya Veg,0,No,3.6outof5,,300
M9 - Citrus Hotels,0,No,3.1outof5,,800
Sotally Tober,0,Yes,4.4outof5,"Cocktails, Sangria, Corn Fritters, Butter Chicken, Paneer Steak, Chicken Steak, Palak Paneer","1,200"
Double Decker,0,Yes,4.3outof5,"Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","1,300"
Atomic Lab,0,No,3.5outof5,"Cocktails, Pizza","1,800"
Fava,0,Yes,4.4outof5,"Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Sangria, Pasta","1,200"
Sunny's,0,Yes,4.1outof5,"Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake","2,100"
The Biere Club,0,Yes,4.3outof5,"Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Meatballs, Craft Beer","1,700"
Tree Tops Bar & Kitchen,0,Yes,4.4outof5,"Cocktails, Peri Peri Chicken Burger, Pasta, Brownie, Jalapeno Poppers, Mocktails, Basil Pesto","1,000"
The Spice Bazaar,0,Yes,4.2outof5,"Brownie, Mutton Seekh, Salads, Rasmalai, Tandoori Aloo, Mutton Soup, Lunch Buffet","1,000"
The Rice Bowl,0,Yes,4.3outof5,"Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Momos, Singapore Chicken","1,300"
Bootlegger,0,No,4.1outof5,"Beer, Cocktails, Beef Steak, Beef Chilli, Nachos, Pasta, Pizza","1,200"
Matsuri - The Chancery Hotel,0,Yes,4.4outof5,"Squid Rings, Udon Noodle, Miso Soup, Tempura Prawns, Sushi Platter, Fish, Egg Custard","1,800"
EatWater,0,No,4.2outof5,"Saffron Pilaf, Banana Chips, Cheesecake, Tender Coconut Ice Cream, Paratha, Begun Pora, Mocha Chingri",
South Parade - The Chancery Hotel,0,No,3.1outof5,"Breakfast Buffet, Salads","1,200"
Manhattan,0,No,,,"1,000"
Arbor Brewing Company,0,Yes,4.5outof5,"Kamikaze, Long Island Iced Tea, Pizza, Hefeweizen, Cocktails, Belgian Brew Beer, Chicken Bbq Wings","2,000"
The Permit Room,0,No,4.5outof5,"Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry","1,500"
Hard Rock Cafe,0,Yes,4.5outof5,"Burgers, Cocktails, Legendary Hrc Burger, Nachos, Sandwiches, Bloody Mary, Mocktails","2,500"
MISU,0,Yes,4.5outof5,"Sushi, Dumplings, Khau Suey, Noodles, Cocktails, Virgin Mojito, Drunken Beef","1,700"
Oh! Calcutta,0,Yes,4.4outof5,"Fish, Curry Crab, Mocktails, Luchi, Kosha Mangsho, Sea Food, Daab Chingri","1,200"
The Bar Stock Exchange,0,No,4.2outof5,"Sangria, Chole, Cocktails, Pizza, Nachos, Noodles, Fish","1,300"
SkyDeck By Sherlock's,0,Yes,4.2outof5,"Salad, Beer, Nachos, Chicken Wings, Onion Rings, Chilli Paneer, Roti","1,500"
1Q1,0,Yes,4.3outof5,"Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Salad","2,500"
RockSalt,0,Yes,4.4outof5,"Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka","1,900"
Mainland China,0,Yes,4.5outof5,"Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos","1,700"
Bangalore Pub Exchange,0,Yes,4.2outof5,"Pizza, Fish, Cocktails, Cosmopolitan, Pasta Alfredo, Brownie Chocolate, Potli Biryani","1,000"
The Barn - Bar & Kitchen,0,Yes,4.2outof5,"Beer, Cocktails","1,500"
Easy Tiger,0,No,4.3outof5,"Peri Peri Chicken, Burgers, Cocktails, Beef Steak, Draught Beer, Chicken Sandwich, Peri Fries","1,100"
Capri Gastrobar,0,Yes,4.3outof5,"Cocktails, Peri Peri Wings, Brownie, Burgers, Mezze Platter, Pizza, Chicken Skewer","1,200"
The Open Box,0,Yes,4.2outof5,"Cocktails, Mocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Margarita, Sangria","1,400"
Russh Gastropub,0,No,4.2outof5,"Cocktails, Bruschettas, Beer, Tiramisu, Brownie, Chicken Popcorn, Nachos","1,100"
20 Feet High,0,Yes,4.0outof5,"Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","1,000"
Amber Rush Restobar,0,Yes,4.1outof5,"Cocktails, Pizza, Fries, Wings, Mango Phirni, Fish Grill","1,000"
Laughing Llama Gastropub,0,Yes,4.2outof5,"Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails","1,600"
Plan B,0,No,4.2outof5,"Burgers, Beer, Cocktails, Mocktails, Nachos, Peri Peri Chicken Wings, Pasta","1,200"
Coconut Grove,0,Yes,3.9outof5,"Beer, Pepper Chicken, Prawn Curry, Appam, Fry Prawns, Chicken Chettinad, Idiyappam","1,200"
Smaaash,0,Yes,4.2outof5,"Pizza, Nachos, Draught Beer, Pasta, Brownie, Potli Biryani, Mojito","1,500"
Riwaz - The Ritz-Carlton,0,Yes,4.1outof5,"Tandoori Broccoli, Dal Makhani, Tamatar Ka Shorba, Kadhai Paneer, Raan, Kulfi, Biryani","4,000"
Pecos Classic,0,Yes,4.1outof5,"Murgh Ghee Roast, Fried Rice, Draught Beer, Beef Chilli, Chicken Curry, Fish Fingers, French Fries","1,100"
My Space - WelcomeHotel Bengaluru,0,No,3.9outof5,,"2,000"
Guzzlers Inn,0,No,3.9outof5,"Beer, Manchurian, Kabab Platter, Chips, Lager, Chilli Chicken, Sandwiches","1,100"
Chin Lung Resto Bar,0,No,4.0outof5,"Masala Peanuts, Beer, Chicken Lollipop, Pepper Chicken, Chilli Chicken, Fried Rice, Fries","1,000"
Puran da Dhaba - The Pride Hotel,0,No,4.0outof5,"Paneer Tikka, Biryani, Hara Bhara Kebab, Gulab Jamun, Mocktails, Roti, Fish","1,700"
Le Rock,0,No,4.1outof5,"Cocktails, Pizza, Murgh Platter, Draught Beer, Veg Platter, Chicken Wings, Fries","2,000"
Ging - Royal Orchid Central,0,Yes,4.4outof5,"Paneer Satay, Beer, Creme Brulee, Crispy Prawns","2,000"
Fuel Resto Bar,0,No,4.2outof5,"Cocktails, Dal Makhani, Paneer Tikka, Butter Chicken, Garlic Naan, Tequila, Fish","2,000"
The Lantern Restaurant & Bar - The Ritz-Carlton...,0,Yes,4.3outof5,"Dumplings, Momos, Chenin Blanc, Mapo Tofu, Cocktails, Noodles, Egg Fried Rice","3,500"
Tiger Trail - Ramada Hotel,0,Yes,4.0outof5,"Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani, Malai Kulfi","1,300"
Fort Kochi,0,Yes,4.1outof5,"Sea Food, Appam, Fish, Kerala Parotta, Sangria, Paratha, Cocktails","1,800"
Shaken & Stirred,0,No,3.9outof5,"Seekh Kebab, Paneer Tikka, Beer, Fish Tikka, Kala Jamun, Biryani, Long Island Iced Tea","1,500"
Chugg,0,Yes,3.9outof5,"Beer, Butter Garlic Prawns, Potato Wedges, Nachos, Pasta, Cocktails, Burgers","1,500"
Scottish Pub,0,No,3.9outof5,"Wine, Beer, Chicken Pakora, Masala Corn, Pakoda, Garlic Chicken, French Fries",600
WYT RestroPub,0,No,2.7outof5,"Tandoori Chicken, Onion Rings, Masala Peanuts, Draught Beer, Panneer Butter Masala, Cocktails","1,000"
ThrowBack - Pub & Dine,0,No,3.9outof5,"Cocktails, Pizza, French Fries","1,000"
Downtown,0,No,3.7outof5,"Beer, Pepper Chicken, Cocktails, Masala Peanuts, French Fries","1,000"
Aqua - The Park Bangalore,0,Yes,4.0outof5,"Cocktails, Mai Thai, Pizza, Lemon Basil Chicken","3,000"
Strikers Sports Bar and Music,0,Yes,3.8outof5,Beer,"1,200"
Desi Deck,0,Yes,3.9outof5,"Balti Gosht, Cocktails, Dal Makhani","1,300"
Mighty Small,0,No,4.1outof5,"Mocktails, Beer, Chips, Pizza, Salsa, Nachos, Roti",
White Plate,0,Yes,4.2outof5,"Cocktails, Tom Yum Soup, Lobster Bisque, Lobster Risotto, Pulled Pork, Lamb, Asparagus Risotto","1,500"
The Hub - Ibis Hotel,0,No,3.5outof5,,"2,200"
The Brew Witch Club,0,No,,,"1,000"
Flame Pub & Restaurant - Brigade Garden,0,No,2.9outof5,,"1,900"
Rasta,0,No,,,"1,000"
Page 3 Multicuisine Restaurant & Bar,0,No,3.5outof5,,800
MM Bar & Restaurant,0,No,3.6outof5,,700
Z-Bar,0,No,,,"1,500"
Nandhini Paradise,0,Yes,3.6outof5,"Murgh Ghee Roast, Veg Thali, Chicken Chettinad, Chicken Kshatriya, Mutton Chops, Hyderabadi Biryani, Roti",800
The Whiskey Bar,0,Yes,3.7outof5,,"2,800"
Strawberry Moon,0,No,3.4outof5,,"1,500"
The Charlton Bar,0,No,3.3outof5,,"1,000"
Amnesia - The Poolside Bar,0,No,3.7outof5,,"2,000"
Hammered,0,Yes,4.7outof5,"Sangria, Chicken Satay, Crispy Corn, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","1,300"
Ssaffron - Shangri-La Hotel,0,Yes,4.4outof5,"Biryani, Kulfi, Butter Chicken, Dal Makhani, Zaraja Paratha, Vegetable Kebab Platter, Gulab Jamun","3,000"
Hype - Shangri-La Hotel,0,Yes,4.4outof5,"Cocktails, Chicken Tikka, Burgers, Popcorn, Beer, Jalapeno Cheese Poppers","3,000"
Shang Palace - Shangri-La Hotel,0,Yes,4.1outof5,"Salads, Noodles, Prawn Dim Sums, Brownie, Dumplings, Wine, Chicken Wonton Soup","2,000"
Carnival de Goa,0,Yes,4.2outof5,"Sea Food, Spicy Crab Soup, Cocktails, Squid Fry, Prawn Curry, Lobster, Fish Curry","1,000"
b CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© - Shangri-La Hotel,0,Yes,4.3outof5,"Sea Food, Lunch Buffet, Sushi, Cappuccino, Mutton Biryani, Noodles, Salads","3,400"
The Grill House,0,Yes,4.1outof5,"Steak, Burgers, Cocktails, Beer, Buffalo Wings, Pasta, Chicken Stroganoff","1,200"
Watson's,0,No,4.1outof5,"Chicken Tikka, Cocktails, Draught Beer, Pizza, Beef Chilli, Cheese Chilli Toast, Calamari","1,300"
Status Bar& Restaurant,0,No,3.3outof5,,"1,000"
Beetle Juice Bar - Springs Hotel & Spa,0,Yes,3.7outof5,Rooftop Ambience,"2,200"
Blue Heaven Bar And Restaurant,0,No,3.2outof5,,750
Talk To The Hand,0,No,3.3outof5,,900
Nostradamus Bar & Lounge,0,No,3.6outof5,,"1,500"
Roof Top Gastro Bar,0,No,,,"2,000"
Imperial Room,0,No,3.2outof5,,"1,000"
The Green Path - Forgotten Food,0,Yes,4.3outof5,"Lunch Buffet, Millet Pizza, Salads, Beetroot Payasam, Banana Pudding, Thali, Tikki","1,100"
Barbecued - By The Orchard,0,Yes,4.3outof5,"Vegetable Biryani, Panipuri, Chaat, Paneer Tikka, Lunch Buffet, Curd Rice, Vegetarian","1,200"
Feast - Sheraton Grand Bangalore Hotel at Brigade...,0,Yes,4.3outof5,"Sunday Brunch, Chocolate Cake, Mutton Biryani, Pasta, Pizza, Croissants, Cocktails","2,000"
Mainland China,0,Yes,4.5outof5,"Kimchi, Salads, Momos, Mocktails, Manchow Soup, Chicken Dumplings, Dimsum Platter","1,700"
Toscano,0,Yes,4.3outof5,"Pizza, Pasta, Wine, Cocktails, Mocktails, Mojito, Tiramisu","1,500"
1947,0,Yes,4.0outof5,"Jal-jeera, Roti, Dhokla, Biryani, Kheer, Chaach, Dal Tadka",950
Village - The Soul of India,0,Yes,4.0outof5,"Buttermilk, Jalebi, Roti, Chaat, Noodles, Vegetable Biryani, Tea","1,000"
Sattvam,0,No,4.4outof5,"Gajar Ka Halwa, Jalebi Rabri, Aamras, Pongal, Salads, Lauki Ka Halwa, Pasta","1,200"
The Raj Pavilion - ITC Windsor,0,Yes,4.2outof5,"Pizza, Chocolate Cake, Salads, Hot Chocolate, Tea, Creme Brulee, Sunday Brunch","2,400"
Mint Masala,0,No,3.8outof5,"Salads, Salad, Veg Platter, Lunch Buffet, Kadai Paneer, Mint Masala, Veg Buffet",800
La Brasserie - Le Meridien,0,Yes,4.1outof5,"Pasta, Veg Sushi, Biryani, Lunch Buffet, Waffles, Grilled Lamb, Sunday Brunch","4,100"
The Kabab Studio - Goldfinch Hotel,0,Yes,4.2outof5,"Chaat, Pav Bhaji, Biryani, Lassi, Mocktails, Dahipuri, Lemongrass Mocktail","1,500"
Little Italy,0,Yes,4.3outof5,"Pizza, Mocktails, Salads, Nachos, Pesto Pasta, Risotto, Spinach Salsa","1,400"
24/7 - The Lalit Ashok Bangalore,0,Yes,4.0outof5,"Salads, Breakfast Buffet, Rasmalai, Sunday Brunch, Omelette, Biryani, Pancakes","3,000"
The Golden Metro,0,No,3.6outof5,,800
La Boulangerie - Le Meridien,0,No,3.7outof5,,"2,000"
"Lush - Renaissance Hotel, Bengaluru",0,Yes,4.5outof5,"Chicken Tikka, Paneer Tikka, Brownie, Biryani, Mocktails, Tea, Dal Makhani","1,200"
Onesta,0,Yes,4.3outof5,"Paneer Pizza, Penne Pasta, Cheesecake, Chocolate Pizza, Paneer Tikka, Fries",600
The Higher Taste,0,Yes,4.3outof5,"Aloo Gobhi, Mocktails, Veg Buffet, Dahi Vada, Salads, Chaat, Buttermilk",800
Sangam Restaurant,0,No,3.7outof5,"Dal Makhani, Salads, Chaat",600
Coastal Spice,0,Yes,3.7outof5,Sea Food,900
Chef's Bank,0,No,3.4outof5,,700
Stevie's,0,No,4.0outof5,"Pasta, Chicken Steak, Pizza, Pink Lemonade, Nachos, Burgers, Wings",500
Clean Slate Cafe,0,No,4.1outof5,"Fries, Burgers, Peri Peri Potato Wedge, Pasta Arrabiata, Cappuccino, Nachos, Pesto Pasta",600
The World Cafe,0,No,3.8outof5,,600
Mumbai Bistro,0,No,4.2outof5,"Pav Bhaji, Tawa Pulav, Vada Pav, Chaat, Rolls, Dabeli, Sandwiches",500
Starbucks,0,No,4.0outof5,"Coffee, Chocolate Gateau, Espresso, Hot Chocolate, Caramel Macchiato, Latte, Chocolate Pastry",700
Smoor,0,No,4.2outof5,"Chocolate Sundae, Cup Cake, Coffee, Cheesecake, Macaroon, Sandwich, Hot Chocolate",700
Tea Samskruthi,0,No,3.9outof5,,200
The Timber Times Cafe,0,No,3.2outof5,,400
Shrusti Coffee,0,No,3.7outof5,,150
TLP Cafe,0,No,3.9outof5,"Coffee, Sandwich, Mudpie, Sandwiches, Rainbow Cake, White Sauce Pasta, Rainbow Pastry",400
Kalmane Koffees,0,No,3.7outof5,"Filter Coffee, Hot Coffee, Chaat, Brownie, Tea",350
Cafe Coffee Day,0,No,3.1outof5,,900
HighTeaParty Cafe,0,No,3.9outof5,"Cheese Balls, Mushroom Pasta, Paneer Pizza, Chicken Peri Peri Sizzler, Chips",500
Tata Cha,0,No,3.2outof5,,500
Art Cafe,0,No,3.5outof5,,"1,000"
Kaffee Klatsch,0,No,,,300
Dream Coffee House,0,No,3.2outof5,,300
Aubree,0,No,4.3outof5,"Cup Cake, Peri Peri Paneer Pizza, Coffee, Waffles, Hot Chocolate, Chocolate Hazelnut, Rainbow Cake",400
Third Wave Coffee Roasters,0,No,4.3outof5,"Coffee, Hot Chocolate, Sandwich, Shakshouka",800
JustBe Cafe,0,Yes,4.3outof5,"Salad, Salads, Sandwich, Nachos, Garden Pizza, Herbed Potato Wedges, Falafel","1,000"
Nature's Caff,0,No,3.9outof5,,400
Mama Mia!,0,No,3.9outof5,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes",400
Barista,0,No,3.4outof5,,300
Happy Hours,0,No,3.8outof5,,400
Blue Nile Coffee Shop,0,No,,,600
Kwatlay Rest-O-Cafe,0,No,4.1outof5,"Paratha, Paneer Sizzler, Pizza, Thick Shakes, White Sauce Pasta, Mexican Rice, Chinese Sizzlers",800
Onesta,0,Yes,4.3outof5,"Paneer Pizza, Penne Pasta, Cheesecake, Chocolate Pizza, Paneer Tikka, Fries",600
Smally's Resto Cafe,0,No,4.2outof5,"Burgers, Cheddar Cheese Balls, Peri Peri Chicken Steak, Pasta, Pizza, Fries, Peri Peri Chicken Burger",650
Troll Cafe,0,No,3.4outof5,,400
eat.fit,0,No,4.5outof5,"Salad, Hakka Noodles, Paratha, Veg Thali",500
Leon Grill,0,No,4.0outof5,"Burgers, Peri Peri Chicken, Salad, Nachos, Peri Peri Wings, Chicken Fries, Salads",500
Smally's Resto Cafe,0,No,4.2outof5,"Burgers, Cheddar Cheese Balls, Peri Peri Chicken Steak, Pasta, Pizza, Fries, Peri Peri Chicken Burger",650
Chaatimes,0,No,3.9outof5,"Dabeli, Masala Poori, Misal Pav, Dahipuri, Papdi Chaat, Panipuri, Pav Bhaji",200
Malleshwaram Dosa Corner,0,No,4.4outof5,"Benne Masala Dosa, Aloo Palya",120
Deccan House,0,No,4.0outof5,"Hyderabadi Biryani, Chicken Biryani, Vegetable Biryani",350
WOW! Momo,0,No,3.9outof5,"Chicken Momo, Chicken Sizzler, Chocolate Momos, Momo Burger, Burgers, Veg Momos, Corn Momo",400
FreshMenu,0,No,3.3outof5,"Sandwich, Salads, Pizza, Sandwiches, Salad, Pasta, Fish",450
New Agarwal Bhavan,0,No,4.1outof5,"Badam Milk, Chaat, Sandwich, Noodles, Ghee Dosa, Paratha, Masala Dosa",400
Burger King,0,No,4.0outof5,"Burgers, Chicken Wings, Mango Shake, Chicken Crisp Burger, Cheesy Fries, Chicken Fries, Burger Meal",600
Ganesh Darshini,0,No,3.7outof5,,150
Corner House Ice Cream,0,No,4.4outof5,"Hot Chocolate Fudge, Brownie Fudge Sundae, Brownie Bomb, Apple Pie, Fudge Cake, Apple Cake, Chocolate Mousse",400
Empire Restaurant,0,No,4.0outof5,"Brain Fry, Butter Chicken, Chicken Kebab, Chicken Wings, Lunch Buffet, Mutton Biryani, Chicken Grill",750
New Oottupura Restaurant,0,No,3.5outof5,"Kerala Parotta, Shawarma",300
Prakriti Delux,0,No,3.9outof5,,300
Chaat Street,0,No,4.1outof5,"Chaat, Pav Bhaji, Bhel Puri, Dahipuri, Vada Pav, Raj Kachori, Samosa",250
The Good Bowl,0,No,3.8outof5,Omelette,500
Polar Bear,0,No,3.9outof5,"Choco Fudge Brownie, Sandwich, Tiramisu, Vanilla Ice Cream",400
Auntie Fung's,0,No,4.2outof5,"Khau Suey, Burmese Khao Suey, Hakka Noodles, Chicken Satay, Vietnamese Pho, Momos, Yaki Tori",600
Chetty's Corner,0,No,3.4outof5,,150
Frozenheit?,0,No,4.0outof5,"Choco Death, Brownie",500
Mumbai Xpress,0,No,3.7outof5,"Pav Bhaji, Paratha, Pizza Sandwich, Burgers, Vada Pav, Chocolate Mousse, Sandwiches",400
Onesta,0,Yes,4.4outof5,"Oreo Delight, Apple Pie, Barbeque Chicken, Bbq Chicken, Stuffed Pizza, Ravioli, Mojito",600
Keventers,0,No,3.9outof5,"Thick Shakes, Chocolate Oreo, Chocolate Hazelnut, Kit Kat Shake",400
Gullu's Chat,0,No,3.7outof5,"Chaat, Panipuri, Masala Poori, Pav Bhaji, Bhel Puri, Pizza, Dahi Papdi",250
Cold Stone Creamery,0,No,4.1outof5,"Chocolate Devotion, Brownie, Salted Caramel",400
Absolute Chinese,0,No,3.8outof5,"Momos, Noodles, Fish, Spring Roll, Chicken Noodle, Hunan Chicken, Chicken Momo",450
Udupi Ruchi,0,No,3.8outof5,,300
Savi Sagar,0,No,4.2outof5,,350
Bhairaveshwara Military Hotel,0,No,4.1outof5,Biryani,250
Just Shawarma,0,No,3.8outof5,"Whole Meat Shawarma, Malgoum Shawarma, Roti, Kerala Parotta, Pita Bread",300
Create Cafe,0,No,3.4outof5,,300
Amrut,0,No,3.5outof5,Paratha,300
Fishing Boat,0,No,4.0outof5,Bamboo Chicken Biryani,300
Zam Zam Kabab House,0,No,3.4outof5,"Biryani, Rumali Roti, Chicken Noodle",300
Al-Bek,0,No,4.1outof5,"Biryani, Shawarma, Kalmi Kabab, Chicken Grill, Chicken Noodle, Chicken Kebab, Chicken Shawarama",700
Pizza Hut,0,No,2.8outof5,"Pasta, Wedges, Garden Salad, Tandoor Paneer Pizza, Masala Lemonade, Supreme Pizza, Corn Pizza",750
Lassi Shop,0,No,3.9outof5,,200
Slanz Cafe,0,No,3.6outof5,"Burgers, Pizza, Coffee, Cappuccino, Fries",500
Flavors of North,0,No,3.3outof5,"Malai Kofta, Fries, Chicken Biryani, Stuffed Kulcha",400
Faasos,0,No,3.9outof5,"Rolls, Tea, Veggie Wrap, Chicken Wrap, Omelette, Biryani",500
Indiana Burgers,0,No,3.7outof5,,300
KFC,0,No,3.6outof5,"Burgers, Crispy Chicken, Chicken Zinger Burger, French Fries, Chicken Fries, Hot Wings",400
Dhanalakshmi Grand,0,No,4.0outof5,Masala Dosa,300
Tadkawala,0,No,3.4outof5,"Veg Thali, Salad",200
Tasty Box,0,No,2.9outof5,,250
Warm Oven,0,No,4.0outof5,,500
Kaati Zone,0,No,3.8outof5,"Rolls, Veggie Roll, Chicken Biryani, Paneer Tikka Roll, Wheat Roll",350
Eat & Drink,0,No,3.5outof5,,300
Thalassery Restaurant,0,No,3.8outof5,"Appam, Kerala Parotta, Sea Food, Idiyappam, Chicken Chettinad, Dum Biryani, Egg Curry",600
Casino Hotel,0,No,3.9outof5,"Chicken Grill, Butter Naan, Paratha, Shawarma Roll, Biryani, Butter Chicken, Tandoori Chicken",500
Bangalore Shadi Biriyani,0,No,3.5outof5,,150
South Idlis,0,No,4.0outof5,"Vada, Thatte Idli, Kesari Bath",150
Snack Magic,0,No,3.7outof5,,250
Halli Mane,0,No,4.0outof5,"Akki Rottis, Roti, Rava Idli, Filter Coffee, Pongal, Masala Dosa, Kokum Juice",250
Ovenstory Pizza,0,No,3.9outof5,"Paneer Picante Pizza, Chicken Salami, Peri Peri Pizza, Veggie Pizza",800
Vishnu Garden,0,No,4.0outof5,"Vada, Filter Coffee, Masala Dosa",400
BOX8- Desi Meals,0,No,4.1outof5,"Dal Makhani, Paratha, Brownie, Salad, Masala Lemonade, Chicken Biryani, Salads",500
Chikpet Donne Biriyani House,0,No,3.7outof5,,400
Vinny's,0,No,4.1outof5,"Pizza, Pasta, Mocktails, Nachos, Mushroom Soup, Garlic Bread, Mojito",700
Shuchi Ruchi,0,No,4.0outof5,"Aloo Palya, Masala Poori, Panipuri, Rolls, Chaat, Benne Dosa, Dahipuri",350
CTR,0,No,4.7outof5,"Benne Masala Dosa, Filter Coffee, Chai, Butter Masala Dosa, Crispy Vada, Tea, Kesari Bath",150
Five Star Chicken,0,No,3.5outof5,,300
Tata Cha,0,No,3.2outof5,,500
Four Seasons Fast Food Center,0,No,3.7outof5,,400
Richie Rich,0,No,4.0outof5,"Tawa Pulav, Faluda, Pav Bhaji, Ice Cream Sundae, Brownie, Hot Chocolate Fudge, Fruit Salad",450
Grubbery,0,No,4.1outof5,"Burgers, Chicken Skewer, Waffles, Pancakes, Pesto Pasta, Coffee, Sandwiches",700
The Egg Factory,0,No,4.0outof5,"Healthy Breakfast, Rolls, Egg Chilli, Pesto Pasta, Egg Bhurji, Burgers, Omelette",750
Messy Eats,0,No,3.9outof5,"Waffles, Churros, Pancakes, Fries",500
Halli Donne Biryani Nati Style,0,No,3.4outof5,,400
Sagar,0,No,4.0outof5,"Misal Pav, Pizza, Fafda, Pav Bhaji, Rava Dosa, Chaat, Panipuri",600
Chick Inn,0,No,3.8outof5,"Burgers, Popcorn, Chicken Roll",300
Cream Stone,0,No,4.1outof5,"Chocolava, Nutella Brownie, Ferrero Rocher, Hot Chocolate Fudge",500
Sri Maruthi Miltry Hotel,0,No,3.8outof5,,300
Chai Point,0,No,4.0outof5,"Tea, Chai, Poha",250
Brahmins' Thatte Idli,0,No,4.1outof5,"Vada, Idli, Pongal, Upma, Tea, Kesari Bath, Coffee",100
Calicut Restaurant,0,No,3.9outof5,"Fried Fish, Paratha, Vegetable Stew, Appam, Chicken Biryani, Chicken Curry, Sea Food",450
